Name,University,Course,Start Year,End Year,GPA,Preferred Career,Skills,Certifications,Preferred Location
Shawn Mcgee,IIIT Hyderabad,Data Science,2016,2020,9.32,Data Analyst,"Excel, C++","Scrum Master, Azure Fundamentals",Kolkata
Teresa Jones,IIT Bombay,Data Science,2017,2021,6.31,Software Engineer,"C++, Linux",Google Data Analytics,Ahmedabad
Jonathan Snyder,NIT Trichy,Civil,2020,2024,9.45,Mechanical Design Engineer,"Python, Java, R, MATLAB",,Chennai
Robin Adams,NIT Warangal,Civil,2018,2022,6.21,Cybersecurity Analyst,"MATLAB, Excel, AutoCAD, TensorFlow",Google Data Analytics,Hyderabad
Michael Welch,BITS Pilani,Mechanical,2021,2025,6.92,Software Engineer,"Java, Python, AutoCAD, MATLAB, TensorFlow",,Bangalore
Michelle Goodwin,IIT Delhi,Biotech,2017,2021,6.0,Software Engineer,"SQL, Linux, C++, Excel, Power BI",,Bangalore
Juan Carpenter,IIT Bombay,Data Science,2016,2020,7.69,Software Engineer,"TensorFlow, R",AWS Certified,Bangalore
Robert Lowe,IIT Bombay,Data Science,2021,2025,7.66,Software Engineer,"Power BI, Excel, SQL",,Mumbai
Joshua Morales,IIIT Hyderabad,Computer Science,2015,2019,8.39,Mechanical Design Engineer,"R, AutoCAD, C++, MATLAB, TensorFlow",,Hyderabad
Allison Jimenez MD,BITS Pilani,Mechanical,2022,2026,6.8,Systems Engineer,"TensorFlow, Python, MATLAB, C++, Linux",,Ahmedabad
Elaine Page,IIT Delhi,AI & ML,2018,2022,8.05,Software Engineer,"Java, SQL, Python, R, Power BI",,Hyderabad
Stephanie Smith,IIT Bombay,AI & ML,2016,2020,7.5,ML Engineer,"R, Linux",,Bangalore
Kayla Wilson,NIT Warangal,Data Science,2022,2026,9.53,Cybersecurity Analyst,"Power BI, Excel, C++, AutoCAD","AWS Certified, Google Data Analytics",Chennai
Angela Thompson,IIT Delhi,Cybersecurity,2021,2025,8.34,Data Analyst,"Java, AutoCAD, C++, MATLAB",Azure Fundamentals,Hyderabad
Tina Logan,IIT Delhi,Mechanical,2018,2022,9.95,Biotech Researcher,"AutoCAD, Excel","Scrum Master, AutoCAD Professional",Chennai
Taylor Johnson,IIIT Hyderabad,Computer Science,2021,2025,9.59,Civil Project Manager,"Excel, MATLAB",Scrum Master,Pune
Jessica Sparks,IIT Madras,Data Science,2022,2026,8.44,Biotech Researcher,"TensorFlow, Power BI, SQL, Linux, Excel",,Delhi
Gary Barrett,IIT Delhi,Computer Science,2022,2026,7.48,Mechanical Design Engineer,"R, C++, Power BI",Azure Fundamentals,Pune
Jordan Mills,IIT Delhi,Computer Science,2016,2020,8.78,Mechanical Design Engineer,"Power BI, Python, AutoCAD, Linux, MATLAB",AWS Certified,Pune
Brian Washington,IIIT Hyderabad,Data Science,2022,2026,9.79,Biotech Researcher,"Linux, Power BI, SQL, TensorFlow",,Mumbai
Robin Green,VIT,Biotech,2020,2024,6.76,Data Analyst,"Excel, Linux, Power BI","Scrum Master, Azure Fundamentals",Hyderabad
Joshua Kennedy,IIT Bombay,Cybersecurity,2020,2024,6.29,Data Analyst,"Linux, Excel, AutoCAD, MATLAB, C++","AWS Certified, Cisco CCNA",Pune
David Newman,NIT Trichy,Computer Science,2018,2022,9.17,Civil Project Manager,"Java, SQL, TensorFlow",,Kolkata
Kaitlyn Randolph,IIT Bombay,Electronics,2020,2024,8.14,Biotech Researcher,"Java, C++",Google Data Analytics,Ahmedabad
Steven Cooper,NIT Trichy,Computer Science,2021,2025,9.08,Systems Engineer,"SQL, TensorFlow, R","Google Data Analytics, AutoCAD Professional",Hyderabad
Laura Andrews,IIIT Hyderabad,Computer Science,2022,2026,6.43,Biotech Researcher,"AutoCAD, MATLAB, SQL, R, Python",Azure Fundamentals,Ahmedabad
Alexandria Mora MD,BITS Pilani,Cybersecurity,2018,2022,6.55,Data Analyst,"Python, C++, AutoCAD, R",Scrum Master,Chennai
Janice Solis,IIT Bombay,Biotech,2022,2026,6.23,Mechanical Design Engineer,"Python, SQL, AutoCAD",,Bangalore
Casey Watkins,IIIT Hyderabad,Cybersecurity,2022,2026,7.57,Cybersecurity Analyst,"Power BI, Java, R, SQL",AWS Certified,Delhi
Brian Blair,IIT Bombay,Cybersecurity,2018,2022,9.23,ML Engineer,"Power BI, Linux, TensorFlow, Excel",,Kolkata
Steven Webster,NIT Warangal,Civil,2019,2023,6.05,Systems Engineer,"Linux, C++",,Ahmedabad
Brianna Garcia,IIT Bombay,Civil,2021,2025,6.08,ML Engineer,"Java, C++, Python, R",Azure Fundamentals,Chennai
Amber Vasquez,IIT Madras,Civil,2020,2024,6.22,Data Analyst,"C++, Excel, TensorFlow",,Delhi
Jennifer Walker,IIT Delhi,Data Science,2022,2026,7.27,Data Analyst,"MATLAB, TensorFlow, Python",,Kolkata
Mrs. Melissa Taylor,NIT Warangal,Biotech,2019,2023,7.83,Data Analyst,"Python, Power BI, Linux, R, AutoCAD",,Pune
Jennifer Reyes,IIT Delhi,Data Science,2015,2019,9.36,Software Engineer,"Excel, Linux, Java, Power BI",,Hyderabad
Manuel Johnson,IIT Madras,Cybersecurity,2019,2023,7.1,Civil Project Manager,"Java, C++, MATLAB",,Hyderabad
Diane Hawkins,NIT Trichy,AI & ML,2016,2020,9.81,Biotech Researcher,"Python, AutoCAD, Java, C++",Cisco CCNA,Ahmedabad
Jeremiah Howard,VIT,Computer Science,2018,2022,7.6,Systems Engineer,"C++, AutoCAD",Google Data Analytics,Pune
George Acosta,IIT Bombay,Data Science,2018,2022,7.31,Cybersecurity Analyst,"MATLAB, SQL, AutoCAD, Linux",Azure Fundamentals,Delhi
Jordan Jensen,VIT,Data Science,2017,2021,6.94,Software Engineer,"R, TensorFlow, Excel, SQL",,Pune
Louis Griffin,IIT Bombay,Computer Science,2020,2024,7.58,ML Engineer,"AutoCAD, Power BI","Scrum Master, Cisco CCNA",Chennai
Steven Garcia,IIIT Hyderabad,Electronics,2022,2026,8.25,Civil Project Manager,"MATLAB, C++",,Pune
Joseph Garcia,NIT Trichy,Cybersecurity,2022,2026,7.81,Systems Engineer,"Linux, Excel, SQL, AutoCAD","Scrum Master, Azure Fundamentals",Ahmedabad
Briana Vasquez,IIIT Hyderabad,Biotech,2021,2025,8.68,Software Engineer,"Linux, R, Python, C++",Azure Fundamentals,Hyderabad
Harold Nicholson,IIT Bombay,Biotech,2015,2019,7.22,Data Analyst,"Excel, Power BI, MATLAB",Azure Fundamentals,Ahmedabad
Tonya Stuart,IIT Delhi,Biotech,2016,2020,7.92,ML Engineer,"Linux, Java, R","Azure Fundamentals, AutoCAD Professional",Pune
Brenda Hensley,IIT Bombay,Biotech,2017,2021,8.57,Biotech Researcher,"Excel, Linux, MATLAB, AutoCAD, C++",,Pune
Walter Wilson,NIT Warangal,Electronics,2016,2020,9.14,Biotech Researcher,"Linux, SQL, Excel, R","Azure Fundamentals, AutoCAD Professional",Chennai
Brandy Garcia,VIT,Electronics,2022,2026,9.85,Systems Engineer,"R, SQL",AutoCAD Professional,Delhi
Edward Schmidt,NIT Trichy,Cybersecurity,2020,2024,6.71,Software Engineer,"MATLAB, AutoCAD, Python, R",AWS Certified,Mumbai
Rodney Smith,BITS Pilani,Mechanical,2017,2021,6.31,Software Engineer,"C++, TensorFlow, Python","Cisco CCNA, Azure Fundamentals",Pune
Amber Garcia,IIT Bombay,Electronics,2018,2022,7.49,Software Engineer,"C++, Java","Azure Fundamentals, AWS Certified",Kolkata
Joy Allen,NIT Trichy,AI & ML,2019,2023,8.3,ML Engineer,"Linux, MATLAB, Python, Excel, C++","Azure Fundamentals, Scrum Master",Pune
Barbara Hill,BITS Pilani,Computer Science,2015,2019,7.68,Software Engineer,"C++, Java, MATLAB, Power BI",,Bangalore
Kathy Mcintyre,VIT,Electronics,2017,2021,6.38,Software Engineer,"TensorFlow, MATLAB",Cisco CCNA,Hyderabad
Luke Wiley,NIT Trichy,Electronics,2021,2025,6.45,Biotech Researcher,"Linux, Power BI, MATLAB",Azure Fundamentals,Kolkata
Kathleen Werner,IIIT Hyderabad,Biotech,2022,2026,8.02,Civil Project Manager,"TensorFlow, Power BI, Linux, MATLAB, SQL",Google Data Analytics,Hyderabad
Shane Hooper,BITS Pilani,Biotech,2019,2023,9.82,Software Engineer,"SQL, TensorFlow",,Delhi
Sharon Williams,IIT Bombay,Cybersecurity,2015,2019,9.28,ML Engineer,"Java, AutoCAD",,Bangalore
Scott Vincent,NIT Warangal,Electronics,2015,2019,7.63,Mechanical Design Engineer,"TensorFlow, Power BI",Scrum Master,Pune
Dawn Ramsey,NIT Trichy,Biotech,2022,2026,8.5,Mechanical Design Engineer,"MATLAB, C++, Excel, Java",,Kolkata
Jessica Sellers,BITS Pilani,Data Science,2020,2024,8.82,Biotech Researcher,"C++, R",Cisco CCNA,Delhi
Kimberly Mueller,NIT Trichy,Computer Science,2017,2021,6.65,Civil Project Manager,"Python, MATLAB, C++","Scrum Master, Google Data Analytics",Chennai
Deborah Roberts,NIT Warangal,Biotech,2016,2020,6.34,Data Analyst,"Power BI, Java",Azure Fundamentals,Pune
Michael Stark,NIT Trichy,Electronics,2022,2026,9.97,Cybersecurity Analyst,"C++, MATLAB",Google Data Analytics,Mumbai
Stanley Adams,IIT Madras,Electronics,2019,2023,9.22,Systems Engineer,"Python, SQL, C++",,Delhi
Tonya Perez,IIT Madras,Biotech,2016,2020,7.3,ML Engineer,"Linux, SQL","Scrum Master, AutoCAD Professional",Kolkata
Alison Castillo,IIIT Hyderabad,Civil,2021,2025,9.19,Data Analyst,"SQL, Linux","Azure Fundamentals, AutoCAD Professional",Bangalore
Jonathan Hawkins,IIT Madras,Civil,2021,2025,9.53,Cybersecurity Analyst,"Java, SQL, Power BI",,Delhi
Jason Buck,BITS Pilani,Cybersecurity,2022,2026,8.95,ML Engineer,"AutoCAD, Excel, Python, TensorFlow, Linux",,Ahmedabad
Gary Curtis,VIT,Electronics,2015,2019,6.04,Software Engineer,"Java, C++, R, SQL","Scrum Master, Azure Fundamentals",Kolkata
Roberto Castro,NIT Trichy,Cybersecurity,2015,2019,8.41,Systems Engineer,"Python, Excel, Power BI, TensorFlow",Scrum Master,Mumbai
Virginia Romero,IIT Delhi,Biotech,2018,2022,7.49,Software Engineer,"SQL, C++, Python",Cisco CCNA,Mumbai
Cynthia Goodwin,IIT Delhi,Cybersecurity,2018,2022,6.65,Mechanical Design Engineer,"C++, Linux",,Chennai
Sheila Villarreal,IIT Delhi,Civil,2022,2026,7.92,Civil Project Manager,"Java, C++, Power BI","AutoCAD Professional, Azure Fundamentals",Delhi
Christopher Espinoza,IIT Bombay,Biotech,2016,2020,9.73,Mechanical Design Engineer,"MATLAB, AutoCAD, R, Java, TensorFlow","Azure Fundamentals, Cisco CCNA",Ahmedabad
Catherine Little,VIT,Mechanical,2016,2020,9.24,Data Analyst,"SQL, Excel, Java, C++","Scrum Master, Google Data Analytics",Chennai
Patricia Anderson,IIT Madras,Biotech,2018,2022,9.4,Mechanical Design Engineer,"Linux, TensorFlow, SQL",AutoCAD Professional,Chennai
Kathleen Johnston MD,IIIT Hyderabad,Mechanical,2018,2022,9.52,Data Analyst,"Linux, Java, C++, Python",,Kolkata
Jonathan Brooks,IIT Delhi,Electronics,2018,2022,6.88,Systems Engineer,"C++, Power BI, SQL, Excel, Python","Cisco CCNA, AutoCAD Professional",Chennai
Brent Mcclain,VIT,Electronics,2021,2025,8.47,Civil Project Manager,"Excel, TensorFlow, C++",AWS Certified,Delhi
James Ramos,IIT Delhi,Data Science,2018,2022,8.91,Biotech Researcher,"SQL, C++","Cisco CCNA, AWS Certified",Delhi
David Mcpherson,NIT Trichy,AI & ML,2015,2019,7.9,Civil Project Manager,"C++, Python, MATLAB",AutoCAD Professional,Chennai
John Pearson,VIT,Civil,2016,2020,7.9,ML Engineer,"MATLAB, Power BI, R, TensorFlow",Azure Fundamentals,Chennai
David Pratt,IIT Delhi,Cybersecurity,2020,2024,6.35,Cybersecurity Analyst,"Python, SQL, R, Java",,Ahmedabad
David Clark,VIT,Computer Science,2016,2020,6.73,Software Engineer,"TensorFlow, Excel","Google Data Analytics, Scrum Master",Hyderabad
Adam Thompson,IIT Madras,Biotech,2017,2021,7.02,Civil Project Manager,"Power BI, MATLAB, AutoCAD, Java","Azure Fundamentals, Google Data Analytics",Kolkata
Carla Clark,IIT Bombay,Electronics,2022,2026,9.35,ML Engineer,"R, Java, Excel, TensorFlow, MATLAB","Scrum Master, AWS Certified",Kolkata
Jennifer Waters,NIT Warangal,Civil,2022,2026,9.47,Biotech Researcher,"Java, R, MATLAB, AutoCAD",,Pune
Monica Flores,IIT Madras,Computer Science,2021,2025,8.96,Biotech Researcher,"SQL, AutoCAD",Cisco CCNA,Ahmedabad
John Bryant,IIT Bombay,Mechanical,2017,2021,9.62,Systems Engineer,"R, AutoCAD, TensorFlow, SQL, Python",,Ahmedabad
Samuel Morrison,IIT Bombay,Civil,2015,2019,8.78,Civil Project Manager,"Excel, TensorFlow, AutoCAD, MATLAB, Power BI","Azure Fundamentals, AutoCAD Professional",Ahmedabad
Jeanette Mcgrath,VIT,Computer Science,2021,2025,9.99,Cybersecurity Analyst,"Power BI, Python, Linux, R",Scrum Master,Bangalore
Angela Ortega,VIT,AI & ML,2020,2024,7.77,Biotech Researcher,"AutoCAD, SQL, Excel, Python, R","Scrum Master, AWS Certified",Bangalore
Christopher Bullock,IIT Delhi,Electronics,2021,2025,9.71,Systems Engineer,"Excel, AutoCAD, Power BI","Azure Fundamentals, Cisco CCNA",Hyderabad
Michael Molina,NIT Warangal,Biotech,2016,2020,6.78,ML Engineer,"Power BI, MATLAB, Excel, C++, Linux","AutoCAD Professional, Scrum Master",Hyderabad
Allison Blair,IIT Madras,Data Science,2021,2025,6.81,Systems Engineer,"R, C++","AWS Certified, Google Data Analytics",Mumbai
Dr. Kimberly Goodwin,IIT Madras,Mechanical,2022,2026,9.29,Systems Engineer,"AutoCAD, MATLAB, Linux, C++",,Kolkata
Jonathan Sellers,NIT Warangal,Cybersecurity,2015,2019,7.54,Cybersecurity Analyst,"MATLAB, Linux, Java, SQL","Cisco CCNA, AWS Certified",Kolkata
Andrew Willis,BITS Pilani,Computer Science,2017,2021,7.01,Software Engineer,"MATLAB, Java, SQL, TensorFlow","AutoCAD Professional, Azure Fundamentals",Mumbai
Colleen Gibson,NIT Warangal,Civil,2019,2023,8.23,Biotech Researcher,"Excel, R, Linux, SQL, AutoCAD",Cisco CCNA,Pune
Michael Rose,IIT Delhi,Biotech,2021,2025,9.53,Mechanical Design Engineer,"Power BI, TensorFlow, AutoCAD",,Mumbai
Raymond Rush,IIIT Hyderabad,Civil,2015,2019,8.55,Civil Project Manager,"MATLAB, Excel","Cisco CCNA, Google Data Analytics",Kolkata
Debbie Adams,IIIT Hyderabad,Computer Science,2018,2022,7.57,Mechanical Design Engineer,"C++, Excel, Linux, AutoCAD",Google Data Analytics,Hyderabad
Tyler Aguilar,IIT Madras,AI & ML,2017,2021,8.81,Biotech Researcher,"AutoCAD, Power BI, C++, R",,Delhi
Danielle Garcia,NIT Warangal,Cybersecurity,2022,2026,7.87,Mechanical Design Engineer,"MATLAB, Power BI, C++",Azure Fundamentals,Delhi
James Morales,NIT Trichy,Mechanical,2017,2021,6.42,Mechanical Design Engineer,"MATLAB, Power BI, TensorFlow",,Kolkata
Kimberly Gardner,IIT Madras,Civil,2016,2020,6.08,Software Engineer,"C++, TensorFlow, Excel, Java","Scrum Master, AutoCAD Professional",Hyderabad
Michael Mendez,IIT Madras,Computer Science,2017,2021,7.14,Biotech Researcher,"AutoCAD, Excel, R, TensorFlow",Cisco CCNA,Delhi
Bryan Bradford,NIT Trichy,Civil,2019,2023,8.02,ML Engineer,"Python, Linux","Azure Fundamentals, Cisco CCNA",Bangalore
Deborah Drake,NIT Warangal,Civil,2017,2021,6.81,Software Engineer,"Linux, MATLAB, R, SQL","AutoCAD Professional, Azure Fundamentals",Mumbai
Christine Smith,VIT,AI & ML,2021,2025,6.15,Mechanical Design Engineer,"MATLAB, Java, C++",Scrum Master,Pune
Shelly Diaz,NIT Warangal,Electronics,2022,2026,6.83,Mechanical Design Engineer,"SQL, R","Azure Fundamentals, AWS Certified",Hyderabad
Meredith Humphrey,NIT Trichy,Computer Science,2022,2026,7.11,Data Analyst,"R, MATLAB, Python, TensorFlow, Excel",,Bangalore
Cody Davis,IIT Madras,Biotech,2018,2022,8.25,Systems Engineer,"AutoCAD, TensorFlow",,Kolkata
Jonathan Mccarthy,BITS Pilani,Electronics,2020,2024,8.55,Systems Engineer,"AutoCAD, MATLAB, Java, Linux, Python",,Kolkata
Bobby Vargas,VIT,Cybersecurity,2017,2021,7.31,Biotech Researcher,"SQL, Python","Cisco CCNA, AWS Certified",Delhi
Ian Barnett,NIT Warangal,Computer Science,2017,2021,8.53,Civil Project Manager,"MATLAB, R, TensorFlow, Power BI, Excel",AWS Certified,Mumbai
Justin Payne,IIT Delhi,Cybersecurity,2022,2026,8.76,Mechanical Design Engineer,"Linux, R, Power BI, Java, MATLAB","Azure Fundamentals, AutoCAD Professional",Kolkata
Rhonda Martinez,IIT Delhi,Computer Science,2022,2026,6.3,Civil Project Manager,"Java, Linux, Power BI",Azure Fundamentals,Bangalore
Bryan Wade,IIT Delhi,Mechanical,2018,2022,7.09,Software Engineer,"Excel, MATLAB, R, C++, Java","Scrum Master, Azure Fundamentals",Pune
Dale Adkins,IIT Madras,Data Science,2016,2020,8.8,Cybersecurity Analyst,"Linux, Python, AutoCAD",,Delhi
Gregory Cummings,NIT Trichy,AI & ML,2018,2022,7.91,Data Analyst,"AutoCAD, Java, SQL, MATLAB, Power BI",AWS Certified,Pune
Andrew Newman,VIT,Computer Science,2018,2022,9.94,Data Analyst,"SQL, MATLAB","Scrum Master, AutoCAD Professional",Kolkata
Joshua Miller,VIT,Mechanical,2022,2026,7.16,Mechanical Design Engineer,"Excel, SQL, Linux, C++, TensorFlow",Google Data Analytics,Kolkata
Alisha Le,VIT,Cybersecurity,2019,2023,6.97,ML Engineer,"SQL, C++, Excel, Power BI","AutoCAD Professional, Azure Fundamentals",Ahmedabad
Denise Tate,VIT,Data Science,2019,2023,7.25,Systems Engineer,"C++, TensorFlow",Scrum Master,Ahmedabad
Rachel Cooper,BITS Pilani,Cybersecurity,2022,2026,6.99,Biotech Researcher,"C++, Java, Power BI, Excel",Azure Fundamentals,Bangalore
Robert Miller,IIT Madras,AI & ML,2017,2021,9.3,Mechanical Design Engineer,"TensorFlow, MATLAB, R, AutoCAD, Excel",AutoCAD Professional,Pune
Jennifer Freeman,IIT Bombay,Mechanical,2022,2026,9.79,Biotech Researcher,"SQL, AutoCAD","Scrum Master, AutoCAD Professional",Bangalore
Brian Reid,BITS Pilani,Cybersecurity,2017,2021,7.04,Mechanical Design Engineer,"AutoCAD, Power BI",Google Data Analytics,Chennai
Stephen Gonzalez,IIT Bombay,Electronics,2017,2021,6.34,ML Engineer,"AutoCAD, C++, R, MATLAB","Google Data Analytics, Cisco CCNA",Mumbai
Ronald Henson,BITS Pilani,Mechanical,2022,2026,8.33,Civil Project Manager,"R, Power BI, Excel, SQL",,Pune
Todd Russell,IIT Delhi,Biotech,2015,2019,8.68,Cybersecurity Analyst,"Linux, Python, Power BI, Excel, C++",,Kolkata
Jordan Ramos,IIT Delhi,AI & ML,2021,2025,6.52,Data Analyst,"Linux, Excel, Python",Cisco CCNA,Chennai
Dean Morrow,IIT Madras,Computer Science,2017,2021,7.16,Software Engineer,"Java, C++",,Kolkata
Barbara Smith,VIT,Computer Science,2018,2022,8.08,Cybersecurity Analyst,"R, SQL, MATLAB, Python",,Kolkata
Olivia Thompson,VIT,Data Science,2019,2023,6.98,Civil Project Manager,"Excel, R, Power BI, AutoCAD, TensorFlow","Azure Fundamentals, AWS Certified",Hyderabad
Christopher Rodriguez DDS,NIT Trichy,AI & ML,2021,2025,6.26,Systems Engineer,"Excel, C++, AutoCAD, Linux","AutoCAD Professional, Cisco CCNA",Kolkata
Douglas Benton,IIT Madras,AI & ML,2018,2022,7.68,Data Analyst,"Java, C++, MATLAB, R, Python",Google Data Analytics,Mumbai
Richard Pineda,VIT,Cybersecurity,2015,2019,8.22,Software Engineer,"Excel, R, Power BI, Python","Azure Fundamentals, Scrum Master",Hyderabad
Justin Scott,NIT Trichy,Computer Science,2015,2019,7.07,Software Engineer,"Power BI, AutoCAD, R, SQL",AWS Certified,Bangalore
Paul Mccullough,NIT Trichy,Biotech,2016,2020,9.07,Systems Engineer,"Linux, MATLAB, R, AutoCAD",AutoCAD Professional,Delhi
Tiffany Harvey,VIT,Computer Science,2018,2022,9.58,Systems Engineer,"R, Linux",Google Data Analytics,Ahmedabad
Mariah Rose,NIT Trichy,Mechanical,2022,2026,7.85,Software Engineer,"AutoCAD, Python",Cisco CCNA,Bangalore
Alexandria Villanueva,IIT Bombay,Data Science,2016,2020,6.95,Civil Project Manager,"AutoCAD, TensorFlow",,Bangalore
Jacob Nelson,NIT Trichy,Electronics,2020,2024,7.84,Mechanical Design Engineer,"Python, Java",Cisco CCNA,Hyderabad
Jeffrey Cooper,IIT Bombay,Mechanical,2019,2023,8.63,Biotech Researcher,"AutoCAD, Linux",,Mumbai
Erin Evans,BITS Pilani,Electronics,2021,2025,7.12,Systems Engineer,"SQL, Python, TensorFlow, C++, R",Azure Fundamentals,Ahmedabad
Katherine Landry,NIT Trichy,Cybersecurity,2022,2026,8.15,Mechanical Design Engineer,"R, C++, Excel, Java, Linux",Google Data Analytics,Bangalore
Benjamin Chapman,IIT Bombay,Mechanical,2016,2020,7.0,Software Engineer,"C++, Excel, MATLAB, Linux, Power BI","Google Data Analytics, AutoCAD Professional",Chennai
Brian Cowan,VIT,Mechanical,2016,2020,7.41,Systems Engineer,"C++, SQL, Python, Power BI","Cisco CCNA, AutoCAD Professional",Delhi
Daniel Cherry,NIT Trichy,Biotech,2016,2020,6.29,Data Analyst,"SQL, Java, MATLAB, AutoCAD",Google Data Analytics,Kolkata
Sherry Cameron,IIT Madras,Civil,2016,2020,7.11,Data Analyst,"SQL, C++, Linux, AutoCAD",AWS Certified,Bangalore
Ralph Young,IIT Madras,Electronics,2021,2025,8.61,Civil Project Manager,"Linux, SQL, Python","Scrum Master, Cisco CCNA",Ahmedabad
Alyssa Leonard,NIT Warangal,Cybersecurity,2018,2022,6.28,Mechanical Design Engineer,"AutoCAD, Linux",AutoCAD Professional,Mumbai
Jeremy Jensen,BITS Pilani,Computer Science,2018,2022,9.46,ML Engineer,"Python, R, AutoCAD, SQL, C++",Google Data Analytics,Bangalore
Craig Williams,NIT Warangal,Computer Science,2017,2021,6.03,Biotech Researcher,"Java, Linux, Python, Power BI, C++",Azure Fundamentals,Mumbai
Daniel Hernandez,IIT Delhi,Cybersecurity,2019,2023,9.23,Mechanical Design Engineer,"Linux, Excel, Power BI, Python",,Hyderabad
Barbara Burton,VIT,Civil,2018,2022,6.23,Civil Project Manager,"MATLAB, R, Java",,Delhi
Amber Perkins,VIT,AI & ML,2020,2024,9.84,Systems Engineer,"MATLAB, Linux, Power BI",,Chennai
Crystal Vargas,VIT,Data Science,2015,2019,7.1,Civil Project Manager,"Java, Power BI, SQL",AWS Certified,Delhi
Heather Gonzalez MD,NIT Warangal,Electronics,2019,2023,8.51,ML Engineer,"Python, Java, Linux, R, MATLAB","Scrum Master, AWS Certified",Pune
Stefanie Edwards,VIT,Computer Science,2022,2026,9.92,Biotech Researcher,"SQL, Python","Scrum Master, Google Data Analytics",Pune
Christopher Weeks,BITS Pilani,Civil,2021,2025,7.41,Software Engineer,"Excel, Linux, MATLAB","Scrum Master, AWS Certified",Ahmedabad
Christopher Long,IIT Delhi,Cybersecurity,2018,2022,8.43,Systems Engineer,"Linux, Python, R",,Mumbai
Luis Estes,IIT Delhi,Civil,2017,2021,6.09,Biotech Researcher,"AutoCAD, C++, Python",Google Data Analytics,Mumbai
Kristin Hale,IIIT Hyderabad,Computer Science,2022,2026,7.91,Software Engineer,"Linux, Python, C++, MATLAB, AutoCAD","Google Data Analytics, Azure Fundamentals",Pune
Jacob Wilson,IIIT Hyderabad,Civil,2019,2023,6.1,Systems Engineer,"AutoCAD, Excel",,Mumbai
Matthew Harper,NIT Warangal,Electronics,2020,2024,6.67,Cybersecurity Analyst,"Excel, Java","Cisco CCNA, Scrum Master",Pune
Joshua Stevenson,IIT Bombay,Mechanical,2015,2019,6.9,Systems Engineer,"Python, C++, MATLAB","Cisco CCNA, Scrum Master",Chennai
Marie Lucas,IIT Madras,Electronics,2016,2020,7.6,Software Engineer,"MATLAB, TensorFlow, Excel",Google Data Analytics,Pune
Steven Johnson,VIT,Mechanical,2020,2024,6.78,Biotech Researcher,"MATLAB, Java, C++",Scrum Master,Chennai
Mark Martinez MD,NIT Warangal,Cybersecurity,2017,2021,7.14,Cybersecurity Analyst,"MATLAB, Java, R, C++, TensorFlow",AWS Certified,Kolkata
